Date,High,Low,Open,Close,Volume,Adj Close,compound_polarity,positive_polarity,negative_polarity,textBlob_polarity
2019-10-15,3003.280029296875,2973.610107421875,2973.610107421875,2995.679931640625,3340740000,2995.679931640625,0.140277382875606,0.1805105008077544,0.11338933764135696,0.10097869922110088
2019-10-16,2997.5400390625,2985.199951171875,2989.679931640625,2989.68994140625,3222570000,2989.68994140625,0.125594202898551,0.17341650913673612,0.11992501575299312,0.09641442106087514
2019-10-17,3008.2900390625,2991.7900390625,3000.77001953125,2997.949951171875,3115960000,2997.949951171875,0.13755867435158547,0.17825302593659917,0.11933371757925071,0.11066437055960522
2019-10-18,3000.0,2976.31005859375,2996.840087890625,2986.199951171875,3264290000,2986.199951171875,0.09562840418977207,0.16802526186075176,0.13338385705483674,0.11151734898704613
2019-10-21,3007.330078125,2995.35009765625,2996.47998046875,3006.719970703125,3271620000,3006.719970703125,0.12885494575622222,0.1727728142948309,0.11549202297383541,0.10320306587271993
2019-10-22,3014.570068359375,2995.0400390625,3010.72998046875,2995.989990234375,3523890000,2995.989990234375,0.06752626631853786,0.16732219321148825,0.13701148825065265,0.08598886408479561
2019-10-23,3004.780029296875,2991.2099609375,2994.010009765625,3004.52001953125,3392870000,3004.52001953125,0.09270549786194272,0.17494563225412355,0.12730971288943183,0.10012466118111063
2019-10-24,3016.070068359375,3000.419921875,3014.780029296875,3010.2900390625,3692600000,3010.2900390625,0.09967329396325478,0.17989041994750668,0.1237769028871392,0.0958088878652986
2019-10-25,3027.389892578125,3001.93994140625,3003.320068359375,3022.550048828125,3370370000,3022.550048828125,0.13274144591611503,0.18530739514348776,0.11928256070640186,0.10739068220817866
2019-10-28,3044.080078125,3032.1201171875,3032.1201171875,3039.419921875,3521230000,3039.419921875,0.15500717728976965,0.1817637921799679,0.10605784681306901,0.11006037305702066
2019-10-29,3047.8701171875,3034.81005859375,3035.389892578125,3036.889892578125,3589930000,3036.889892578125,0.09814803049555287,0.16833227445997467,0.12788119440914858,0.09701581485177216
2019-10-30,3050.10009765625,3025.9599609375,3039.739990234375,3046.77001953125,3776030000,3046.77001953125,0.11632523510971829,0.17602925809822387,0.12060553814002099,0.10317390346148059
2019-10-31,3046.89990234375,3023.18994140625,3046.89990234375,3037.56005859375,4139280000,3037.56005859375,0.0718473775216138,0.16915792507204605,0.13725244956772342,0.09584602847222409
2019-11-01,3066.949951171875,3050.719970703125,3050.719970703125,3066.909912109375,3930200000,3066.909912109375,0.15585816326530633,0.18493934240362764,0.10843480725623576,0.12115198667082407
2019-11-04,3085.199951171875,3074.8701171875,3078.9599609375,3078.27001953125,4146850000,3078.27001953125,0.1331810650887577,0.17692840236686408,0.11752071005917147,0.1025681982267834
2019-11-05,3083.949951171875,3072.14990234375,3080.800048828125,3074.6201171875,4486130000,3074.6201171875,0.1210208307111395,0.17366456891126508,0.11930585273757095,0.1020441936416385
2019-11-06,3078.340087890625,3065.889892578125,3075.10009765625,3076.780029296875,4458190000,3076.780029296875,0.08168918918918922,0.16211325611325628,0.12748326898326884,0.09990014738101473
2019-11-07,3097.77001953125,3080.22998046875,3087.02001953125,3085.179931640625,4144640000,3085.179931640625,0.08593090605892166,0.17560255697609806,0.12973262923846585,0.08296549541222507
2019-11-08,3093.090087890625,3073.580078125,3081.25,3093.080078125,3499150000,3093.080078125,0.09853973556019474,0.17074947807933186,0.1222887961029923,0.10281946068514275
2019-11-11,3088.330078125,3075.820068359375,3080.330078125,3087.010009765625,3035530000,3087.010009765625,0.07200561224489795,0.1699387755102039,0.13074829931972792,0.09777271048414402
2019-11-12,3102.610107421875,3084.72998046875,3089.280029296875,3091.840087890625,3466010000,3091.840087890625,0.10196880366342326,0.17425930165998868,0.11974928448769327,0.10333930481116643
2019-11-13,3098.06005859375,3078.800048828125,3084.179931640625,3094.0400390625,3509280000,3094.0400390625,0.07036043557168778,0.17611010284331544,0.12987961282516636,0.0871407621413365
2019-11-14,3098.199951171875,3083.260009765625,3090.75,3096.6298828125,3276070000,3096.6298828125,0.05810758483033932,0.16931869594145038,0.1368682634730538,0.08008430294826946
2019-11-15,3120.4599609375,3104.60009765625,3107.919921875,3120.4599609375,3335650000,3120.4599609375,0.10885547945205484,0.1826438356164383,0.1175056039850562,0.08974030040378148
